description,length,rate
 bilkul right,100,1
 jis nay asbiat ki taraf dawat di us nay zulm ki taraf dawat di yehi asbiat to pehlay east pakistan ko kha gar ab baki ko kha rahi hai ð,100,1
 ap hongi hum tou muhabbat bantnay walay hy we beleieve in equal rights,100,1
 such kaha!,100,1
 lol is page waly ki dp dekh or bat kia karaha yeh ,100,1
 iss mein koi burai nahi,100,1
 iss mein koi burai nahi hey,100,1
 hidayat ki dua kije or roye aise logi par tv me dikhane se kuch nahi hoga agar aap rokne ki takat rakhti he to rokiye varna dil me bura janiye lekin uske gunaho ko kisi pe ujagar mat kariye yeh allah or bannde ka maam la he bas uske liye astag far kariya or meri bato ka bura laga ho to mujhe bhi maaf kijiye,100,1
 aik hadees hey moman kabhi laan taan nahin karta,100,1
 ye follow nh kr rha unki khushyon m shamil hua h bs,100,1
 bilawal allah tumain salamat rakhey,100,1
 namaz qaim kro kiun k namaz behayai sy rokti hai islam mein hukam k sath reasoning bhi hai bss aqal mand logo k liye he nishaniyan hai aur wohi samjhty hain inko,100,1
 aur islaam mein soor ka goosht khana haram hailehaza kiun k uss mein bht harmful steroids hty jo insaani jism ko sakht nuksaan pohnchaty aur islaam mein hr wo cheez mana hai jiska insaan ko nuqsaan hai,100,1
 wah zbrdst,100,1
 thek allah pak ka koi b hukam maslehat k baghair nai,100,1
 australia me shawal ka chand nazar aa gaya kal eid hogi ,100,1
 pm nawazsharif ki nawasi mehar u nisa safdar aur raheel munir ka nikah masjid nabvi mein munaqid pm samait ahal e khana ki shirkat ,100,1
 sub se zaiyda mein  jagah hazrat mosa a s ka zikar aya hain ,100,1
 tareef kiya huwa ,100,1
 har musalman mard aurat ghulam aazad chotay baray par namaz e eid se pehlay sadqa e fitr dena lazim hai,100,1
 ap sb ki shirkat ka shukrya ,100,1
 mullah umar ne afghan hukomat amp taliban muzakrat ki himayat kar di afghanistan se qabzay k khatmay k liye muzakrat jaiz hen paigham ,100,1
 skin saf krny k liye honey milk or dahi mix kijye is mixture ko  mint k liye skin pr laga lijye bad mai saf pani sy dho lijye ,100,1
 samnay betha tha mere or wo mera na tha,100,1
 allah ki naimaton main sy  naimat hy or moqa mily or bach jana yeh ,100,1
 atc ne  march ko giriftar honewale zulficar mirza k  guard ko riha karne ka hukum dedia ,100,1
 apny bhai ki madad karo ,100,1
 islam musalmano k ilam ka naam nhe un k amal ka naam hy yani islam bolny wali baat nhe karny wala kaam hy ,100,1
 main aaj se hi bicha doon us raah pe palken ,100,1
  cheze halos e dil k sat karni chahey ,100,1
  raham  karam  dua ,100,1
 es ki bunyad kalma tayyaba par hain,100,1
  se  july tak karachi janay wali trainon k kirayon me  kami khali trainen wapsi per senkron musafiron ko lati hen ,100,1
 subai hakumat ne chand raat per hawai firing karne per pabandi aid kr di ,100,1
 nishaniyan ka pani metha hojana na ziada sardi khula huwa shu a k tulu hona ,100,1
 ramzan k akhri ashray me mazeed barishon ka imkaan ,100,1
 eid ul fiter per bi barishon ka imkan ,100,1
 tabdeli yhi log laskengy ,100,1
 masjid qab a is the first mosque where mohammad saw openly led the regular prayer congregation of his companions ,100,1
 darood sharif parh kar muslim dosto ko send kro ,100,1
  bar parhny say  gunah mitaty hain or  nikya milti hain ,100,1
 doston ko bhe daawat den ,100,1
 islamabad k baldiyati intakhabat jamati buniyad per kraney ka bill senate me kasrat e rae se manzur ,100,1
 incharge officer slaughter house dr ghafoor mengal ki nigrani me govt slaughter house me bemar janwaron k gosht ko jalae gaye ,100,1
 jo shakhs allah k liye  din aitikaf karta hy allah isko jahanum se zamin asman k barabar  guna door kar deta hy ,100,1
 namaz e fajar hamari khobsoorti mein ezafa karti hain ,100,1
 namaz e zuhar hamari aamdani mein izafa karti hein ,100,1
 subai assembliyon ki  sala karkardagi me khyber pakhtunkhwa assembly  score k sath behtreen qarar survey ,100,1
 imran amp reham khan is saal hajj pr jaengy ,100,1
 bohat say log tujhy dekh kar hamaray huwe ,100,1
 such me wo log sirf kaha karte the ,100,1
 love from pakistan ,100,1
  kamyab tareen inqalab tha  votes ,100,1
 last night in dono marches ko mila kar supporters ki total tadad  tak banti hy eye witnesses ,100,1
 zero point k bad se bhi agy jayengy ka jawab ,100,1
 kia husan e ittefaq hy unki galli tak ,100,1
 hum kaam se gaye thy phir kaam se gaye ,100,1
 k apni maa k qadmo k nishan dhondh raha ho ,100,1
 lve u mm ,100,1
 per toot k chahna sirf  baar hota hai ,100,1
 agar hai to janab yeh article ap k lie hi hai ,100,1
 basa hy kon tairy dil mein gull e badan ay dard ,100,1
 k boo gulaab ki aayi tairy paseeny mein ,100,1
 dar e mustafa s a w w meri sultanat ussi saltanat ka faqeer hon ,100,1
 to umrain beet jaen gi kaha na achay lagty ho to bus lagtay ho ,100,1
 ferdous ki lawn ap ki hoi,100,1
 sapney mein sine se lagaya pyaar kia jee behlaya ,100,1
 ghussay mei such bolna aur taqat k hotay huay muaf karna afzal tareen naikiyon me se h ,100,1
 meri chahat ,100,1
 meri manzil ,100,1
 ek arsy bd us k sher lota to hran rhgia ,100,1
 fehmiyaan or bhi barh gayn khushqismati smajhi jati hay jab ghar ka gate junoob ki taraf ho ,100,1
 mainay kaghaz per bhi bana kar dekhin aankhain uski ,100,1
 koi tujhsa ho to phir naam bhi tujh sa rakhy ,100,1
 koi jb hns k milta hai mujy tm yad aaty ho ,100,1
 balke khusi is baat ki hai k misbah chakka maratay waqt gira nhi ,100,1
 ammi pochti hain khane mein kya doon to mein kehta hoon extra sheet plz,100,1
 magharbi wasti riyasaton main barf bari ka silsala jari ,100,1
 janty hoty to mere hoty ,100,1
 kisi k sa ath sahii par wo nazar to ,100,1
 kaha na yaad aaty ho tu bus yad aaty ho ,100,1
 ye mohabt b kya chz hy ,100,1
 muskura k guzar jana zaroori tha kya ,100,1
 barha mulk ban gaya ,100,1
 dobara muslim league q punjab kay bila muqabla saddar muntakhib ,100,1
  nov  ko kahira misar me mohammad ali pasha ki nigrani me publish hwa ,100,1
 tum pay aitbaar ki ,100,1
 ek muhabbat karli ,100,1
 dosra tum sey karli ,100,1
 kia khabar thi k tujhe ye hunar b aata hy ,100,1
 js qaom ka aghaz hi iqra se huwa tha ,100,1
 ilm hasil kerna ibadet or ilm ki tlash jihad hy ,100,1
 zindagi ko badalne me waqt nahi lagta ,100,1
 pehle mohabat ka iqraar karna ,100,1
 zameen k neeche sakoon sey rehtay hain ,100,1
 kabhi aap dusro k lye dil se dua mang kr dekho ,100,1
 apko kabhi apne lye mangne ki zarurt hi nahi paregi aur wo ap k ,100,1
 nadan itna nahi samjhi ishq chahre se nahi nazron se shuru hota ha ,100,1
  kaash aisa ho ,100,1
  mera pehla pyar ,100,1
 k din namaz k liye azaan di jaey to tum allah k zikar ki taraf daor kar aao ,100,1
 haiseat say half utha liya ,100,1
 indies ko hara kar world cup th martaba jeet lia ,100,1
 kr lo mhbt rasul e pak saww se qk akhrat me un k siwa koi hamara na hoga ,100,1
 bugti mein civilian hukmrani bahal ki jaye adalti hukum ,100,1
 nationality nahin chor sakta ,100,1
 kabi thehro meray dill men muhabat seekh jao gy ,100,1
 allah pak ki mehrabani pr hai is liye ,100,1
 allah ki makhlooq pe mehrbani krty raho ,100,1
 allah  tm pr mehrban rahy ga ,100,1
 titt liyaan mandlarhi hein kanch k gulldaan par lt ,100,1
 darood shareef ki kasrat ki jiay ,100,1
 allah pak ham sb k dilon ko aaqa huzoor saww k ishq se munawar krdy ,100,1
 na jany q us ki aankhon pe zindagi lutanay ko ji chahta hai ,100,1
 daikha ho tou aa mere ujrey howay bikhrey,100,1
 apny andar se ghuroor ki aadat ko mitta dena chahty ho ,100,1
 to ghareeb logon ko salam kr lia kro ,100,1
 or cricket ki all commandz muft hasil kren ,100,1
 ab khayal rakhna apna ,100,1
 hr ik parcham sa uoncha parcham e islam ho jaya ,100,1
 aik baar darood e pak par kr agay forward kren ,100,1
 ba khuda tujh se kuch nahi chaha ,100,1
 mai apnay nabi s a w w se mhbt q na karu k un se haseen to janat b nhi ,100,1
 kabhi aap dusro k lye dil se dua mang kr dekho ,100,1
 apko kabhi apne lye mangne ki zarurt hi nahi paregi ,100,1
 kon kehta hy guzra waqt wapis nai ata or sb khte hen ktna nurani chehra hy ,100,1
 ab sham ho chuki hai n mera hath tham l ,100,1
 bilkul muft hasil karen ,100,1
 na koi tmhy mot dy skta hy amp na koi tmhra rizq km kr skta hy ,100,1
 beshk allah bht rehm krny wla hy ,100,1
 karachi k badalte hue halaat or nit nayi faida mand offers se bakhabar rahiye bilkul free ,100,1
 ar tabba sports complex me apmf job fair ka agaz ho gaya hai ,100,1
 hamara  saala tajurba ap ke umeed ,100,1
 aaj bhi shehar me target killing ka koi waqia pesh nahi aaya allah aman ko dawam bakhshay aameen ,100,1
 karachi k badalte hue halaat or nit nayi faida mand offers se bakhabar rahiye bilkul free ,100,1
 mukhtalif jamato ki janib se rangers k haq me muzahire ,100,1
 karachi press club per mukhtalif jamato or nine zero per mqm ki janib se sindhi topi or ajrak day manaya gaya ,100,1
  rabi ul awal eid e milad un nabi jumerat  december ko ho gi ,100,1
 ye mamla peer tk hal hojaye ga ch nisar ehtiyat se kam len,100,1
 apne yadgar lamhat ko shandar banain ,100,1
 aaj bhi shehar me target killing ka koi waqia pesh nahi aaya allah aman ko dawam bakhshay aameen ,100,1
 citynews ki janib se police rangers ko khiraj e tehseen ,100,1
 baldyati elections me polling ka silsila jaari awam me josh o kharosh ,100,1
 apne yadgar lamhat ko shandar banain ,100,1
 citynews ki janib se kamyab security iqdamat per police rangers ko khiraj e tehseen,100,1
  dec ko baldyati elections k mauqay per karachi me loadshedding nahi ki jaigi ,100,1
 aaj shehar me target killing ka koi bhi waqia pesh nahi aaya allah aman ko dawam bakhshay aameen ,100,1
 azad umeedwar sameer qureshi symbol hanger ko vote de ker khidmat ka mauqa dein ,100,1
 dist korangi uc  green town ward  abdul mabood majid sheikh azad umedwar intkhabi nishan bijli ka heater ko vote dein,100,1
  december ko karachi k awam taliban k hamiyo ko mustarad ker den ge hyder abbas rizvi mqm ,100,1
 imran khan ka kal bhi rally nikalnay ka elaan ,100,1
 apne yadgar lamhat ko shandar banain ,100,1
 karkunan ki badi tadad airport k bahir mojood ,100,1
 aaj bhi shehar me target killing ka koi waqia pesh nahi aaya allah aman ko dawam bakhshay aameen ,100,1
 azad umeedwar sameer qureshi symbol hanger ko vote de ker khidmat ka mauqa dein ,100,1
 se pmln ki rally rawan dawan nagmo per raqs,100,1
 amantech ne wada nibhaya ,100,1
 behtar rozgaar ka moqah dilaya ,100,1
 adaalati pabandi k pesh e nazar security idaro ne altaf hussain ki tasveer walay boards utaar diye ,100,1
 bds ne bomb ko nakara bana dia ,100,1
 wukla gawaho or ehlkaro k qatilo or sahulatkaro ko girftar kia jaiga,100,1
 mutasrin e zalzala ki dil khol kr madad karen ,100,1
 karachi me aashura k mauqay per mukammal aman raha ,100,1
 kamyab security intizamat per rangers police or intizamia ko mubarakbad ,100,1
 pakistan ko ab tak  runs ki bartari hasil ,100,1
 karachi ki prime location per mobile ka karobar kerne ka nadir moqa ,100,1
 bank me daketi k doran guard ki firing se  dakait halak shanakht nahe hosaki jinnah hosp shift rpt maqsood alam ,100,1
 ibrahim hydri se target killers griftar  ,100,1
 gharelo cylinder  or commercial cylinder  rupay sasta hogaya ,100,1
 janwaron k rate kam hone ka imkan  ,100,1
 mein sirf  payment pr shop k malik banye baqaya kama k ada kijea ,100,1
 jald nayi qayadat samnay la raha hoon ,100,1
 pia ka maah e ramzan k doraan andron e mulk parwazon k kirayon me  feesad kami ka elaan,100,1
 wahab riaz ne  or m hafeez ne  wicket hasil ki ,100,1
 sadar bruns road old city area samet kayi elaaqo me  bajay se he samosay pakoray bikna shuru,100,1
 pak fouj k shohdaa k lawahiqeen k lye sindh me  acre zameen denay ka faisla ,100,1
 sabiqa ummaton ki tarah tum per bhi rozay farz kiye gaye hain takay tum mut taqi ban jao ,100,1
 tamam members se bharpoor barish k lye dua kernay ki appeal ,100,1
 jo shakhs allah aur qayamat per eman rakhta ho usay chahiye k achi baat karay parosi or mehman ka ikram karay ,100,1
 insaaf karo ye taqwa k qareeb tar hai aur allah se daro bay shak allah har cheez se baa khabar hai ,100,1
 tum me se koi us waqat tak momin nahi hoga jb tk apni pasandidah cheez ko apnay bhai k liye bhi pasand na karay ,100,1
 allah hidayat walay k seenay ko islam k liye khol deta hai ,100,1
 roza dhaal hai ,100,1
 jab quran parha jaye tau khamosh ho kar pori tawajjah se suno takay tum per raham kiya jaye ,100,1
 jannat k  darwazon me se  darwazay ka naam rayyan hai jis se siraf roza daar hi dakhil ho saken gay ,100,1
 allah salamti k ghar ki taraf bulata hai aur jisay chahay seedhay raastay ki taraf hidayat deta hai ,100,1
 allah ki bandagi karo gharibon ko khana khilaao aur salam ko aam karo jannat me salamti k sath dakhil ho gay ,100,1
 din k duno aur raat k kuch hisson me namaz qaim karo yaqeenan nekiyaan buraiyon ko mita deti hain ,100,1
 roz subah  farishtay utartay hain un me se aik sakhi k liye dua ,100,1
 meray bandon ko bata do k main bakhashnay wala aur meharban hun ,100,1
  kart pr tola  rupe ka hogia mazeed kami ka imakan ,100,1
 kisi miskeen ko sadqa dena  sawab aur rishtay daar ko sadqa dena  sawab hai aik sadqa ka dosra sila rahmi ka ,100,1
 allah momino ka difaa karta hy ,100,1
 shokat khanum me  mareezo ka muft elaj hota hai,100,1
 tum sab mil kar allah k samnay tauba karo takay tumhen falaah aur kamyabi naseeb ho ,100,1
 tum meray dunya me ghaar k sathi aur aakhrat me houz e kausar k bhi sathi aur rafiq ho gay ,100,1
 rahman k banday aajzi se chaltay jahilon se salamti ki baat kehtay aur raat ko ebadat kartay hain ,100,1
 allah majboor o bay kas ki pukaar sunta un ki takleef ko dor karta aur un ko apna naib banata hai ,100,1
 shehar me aaj target killing ka koi bhi waqia pesh nahi aaya allah aman ko dawam bakhshay aameen,100,1
 aur momin ali se bughz nahi rakhta,100,1
 allah aur farishtay nabi per durood bhejhtay hain momino tum bhi un per durood o salam bhejo ,100,1
 allah ki shaan ye hai k jab wo kisi cheez ka irada karta hai tau kehta hai ho ja tau wo hojati hai ,100,1
 hafeez ki  wkts or shandar century ki badolat pakistan ne  ka hadaf  wickets per hasil ker lia ,100,1
 aey allah muavia ko logon k liye zariya e hidayat khud hidayat yaafta aur un se hidayat ka kaam bhi lijiye ,100,1
 jinho ne apni jaano per zulum kiya woh allah ki rehmat se maysu na ho allah sb gunah maf krta hai ,100,1
 meray sahaba r a sitaaron ki manind hain un me se tum jis ki bhi pairwi karo gay tau hidayat paao gay ,100,1
 allah jisay chahta hai qurb k liye chunta hai aur apni taraf ruju karnay walon ko hidayat deta hai ,100,1
 eid ki khushi me cng stations  july ko khulenge or  july tak cng stations bund nahe honge,100,1
 momin bhai bhai hain apnay bhaiyon k darmiyan sulah karao allah se daro takay raham kiya jaye ,100,1
 aaj ki shab milnay walay watan pakistan ki salamati k lye duaao ki appeal ,100,1
 hum ne quran ko samajhnay k liye aasan kar diya phir koi hai sochnay or naseehat hasil karnay wala ,100,1
 jotumhen rasool den wo lay lo aur jis cheez se tumhen mana karen us se tum baaz raho allah se daro ,100,1
